impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-113951,A572341,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A572341,Cat & Kaboodle,Margaery,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Tortie,11/25/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572341,Image Copyright HLP Inc. 2018,"Received on: 2018-11-25<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: Cat & Kaboodle<p/>Hi! My name is Margaery and I am available for adoption.<p/><p/>I was brought in by a good samaritan on October 21st, 2018.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with one of my siblings or with a younger, confident kitty friend! <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/> Adoption Fee: $100.00<p/>",BLUE
K18-113952,A572340,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A572340,Cat & Kaboodle,Daenerys,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Tortie,11/25/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572340,Image Copyright HLP Inc. 2018,"Received on: 2018-11-25<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: Cat & Kaboodle<p/>Hi! My name is Daenerys and I am available for adoption.<p/><p/>I was brought in by a good samaritan on October 21st, 2018.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with one of my siblings or with a younger, confident kitty friend! <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/> Adoption Fee: $100.00<p/>",BLUE
K18-113640,A574440,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574440,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Hope,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Black / White,11/08/2018 12:00:00 AM,Received on,6200 S 242ND PL,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574440,Image Copyright HLP Inc. 2018,"Received on: 2018-11-08<p/> Found Near: 6200 S 242ND PL, KENT WA 98032<p/> Description: Black / White Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113784,A574849,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Boomer,Dog,11 YEARS,Neutered Male,Shih Tzu,White,11/15/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574849,Image Copyright HLP Inc. 2018,"Received on: 2018-11-15<p/> Description: White Neutered Male Shih Tzu Dog<p/> Age: 11 YEARS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Boomer and I am available for adoption.<p/><p/>I was brought in by my previous owner on 11/15/18 because they were moving.<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/>Adoption Fee: $150.00<p/>",
K17-104325,A533907,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Hera,Cat,11 YEARS -1 MONTHS,Spayed Female,Domestic Shorthair,Calico,10/28/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SEATTLE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A533907,Image Copyright HLP Inc. 2018,"Received on: 2017-10-28<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 11 YEARS -1 MONTHS<p/> Current Location: In RASKC Foster Home <p/>My name is Hera and I am an 11 year old calico, short haired, spayed female cat. I ended up at the shelter through no fault of my own and now I am looking for a forever home.<p/><p/>I am a very sweet and friendly girl.  I love, love, love attention and will come to seek you out.  I get along well with other cats, even when they get in my face, I still stay chill. I love to be petted and brushed too.<p/><p/>I am litterbox trained, have all my vaccinations and I'm microchipped, so I will not get lost again.  I am an easy going girl who really just wants to find my forever friend.  Please come to see me, you won't be disappointed.<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)     Hera has been diagnosed with hyperthyroidism; excess production of thyroid hormone.  Hyperthyroidism can cause weight loss, vocalization, increased urine production and heart disease.  This condition is being managed with daily medication.  Other treatment options may be available, including radioactive iodine treatment or prescription diet.  Periodic blood testing to monitor thyroid levels is needed.  Please follow up with you regular veterinarian to create a treatment plan.  An educational handout is provided.<p/><p/>2)     Hera has had mild recurring upper respiratory infections.<p/><p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/>",
K18-112867,A571331,Regional Animal Services of King County,FOUND,,In Public Home,,Cat,,Unaltered,Domestic Shorthair,Black / White,10/11/2018 12:00:00 AM,Date Found,35500 56TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=,Image Copyright HLP Inc. 2018,,
K18-112866,A571330,Regional Animal Services of King County,FOUND,,In Public Home,,Cat,,Unaltered,Domestic Shorthair,Black,10/11/2018 12:00:00 AM,Date Found,35500 56TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=,Image Copyright HLP Inc. 2018,,
K18-112920,A571482,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1920884,LOST,Chester,Dog,,Male,Standard Poodle,Unknown,10/12/2018 12:00:00 AM,Date Lost,33400 4TH CT SW,FEDERAL WAY,WA,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1920884,Image Copyright HLP Inc. 2018,,
K18-112943,A571503,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1921125,LOST,Cesesr,Dog,,Male,Chihuahua - Long Haired,Unknown,10/12/2018 12:00:00 AM,Date Lost,13479 NORTHEAST 39TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1921125,Image Copyright HLP Inc. 2018,,
K18-112967,A571725,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1921552,LOST,Clementine,Cat,,Female,American Shorthair,Unknown,10/13/2018 12:00:00 AM,Date Lost,30300 13TH AVE S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1921552,Image Copyright HLP Inc. 2018,,
K18-113028,A572082,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922118,LOST,Cash,Dog,,Male,Pit Bull,Unknown,10/17/2018 12:00:00 AM,Date Lost,15TH ST NE SHORELINE WASHINGTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922118,Image Copyright HLP Inc. 2018,,
K18-112998,A571886,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1921801,LOST,Poppy,Cat,,Female,Domestic Mediumhair,Unknown,10/13/2018 12:00:00 AM,Date Lost,800 NW INNIS ARDEN DR,SHORELINE,WA,98177,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1921801,Image Copyright HLP Inc. 2018,,
K18-113024,A572075,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922080,LOST,Spirit,Cat,,Male,Domestic Shorthair,Unknown,10/12/2018 12:00:00 AM,Date Lost,17200 NE 33RD ST,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922080,Image Copyright HLP Inc. 2018,,
K18-113010,A571938,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1921917,LOST,Sugar,Dog,,Male,Yorkshire Terrier,Unknown,10/16/2018 12:00:00 AM,Date Lost,13000 SE 26TH ST,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1921917,Image Copyright HLP Inc. 2018,,
K18-113029,A572083,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922136,LOST,Billy,Dog,,Male,Chihuahua - Smooth Coated,Unknown,10/17/2018 12:00:00 AM,Date Lost,13600 NE 14TH ST,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922136,Image Copyright HLP Inc. 2018,,
K18-113045,A572185,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922286,In Public Home,,Dog,,Male,Standard Poodle,Brown / Brown,10/18/2018 12:00:00 AM,Date Found,RICHMOND BEACH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922286,Image Copyright HLP Inc. 2018,,
K18-113063,A572283,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922606,LOST,Kodi,Dog,,Female,Siberian Husky,Unknown,10/18/2018 12:00:00 AM,Date Lost,,,WA,98008,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922606,Image Copyright HLP Inc. 2018,,
K18-113066,A572291,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922631,LOST,Manni,Dog,,Male,Chihuahua - Smooth Coated,Unknown,10/16/2018 12:00:00 AM,Date Lost,22100 244TH AVE SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922631,Image Copyright HLP Inc. 2018,,
K18-113073,A572312,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922748,LOST,Amber,Cat,,Female,Domestic Longhair,Unknown,10/18/2018 12:00:00 AM,Date Lost,23100 52ND PL S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922748,Image Copyright HLP Inc. 2018,,
K18-113065,A572290,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922630,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Brown / Black,10/18/2018 12:00:00 AM,Date Found,115TH PL SE AND 116TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922630,Image Copyright HLP Inc. 2018,,
K18-113078,A572317,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1922819,LOST,Catfriend,Cat,,Male,Domestic Mediumhair,Unknown,10/16/2018 12:00:00 AM,Date Lost,#49,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1922819,Image Copyright HLP Inc. 2018,,
K18-113100,A572330,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923168,LOST,Dottie,Dog,,Female,Labrador Retriever,Unknown,10/20/2018 12:00:00 AM,Date Lost,22600 177TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923168,Image Copyright HLP Inc. 2018,,
K18-113099,A572329,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923166,LOST,Gator,Dog,,Male,Belgian Malinois,Unknown,10/18/2018 12:00:00 AM,Date Lost,27200 SE 193RD ST,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923166,Image Copyright HLP Inc. 2018,,
K18-113101,A572331,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923272,LOST,Toothless,Cat,,Male,Domestic Longhair,Unknown,10/18/2018 12:00:00 AM,Date Lost,5100 S ANGELINE ST,SEATTLE,WA,98118,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923272,Image Copyright HLP Inc. 2018,,
K18-113102,A572332,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923276,In Public Home,,Cat,,,Domestic Longhair,Black,10/21/2018 12:00:00 AM,Date Found,16100 NE 8TH ST,BELLEVUE,WA,98008,BELLEVUE,47.617294,-122.125411,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923276,Image Copyright HLP Inc. 2018,,
K18-113104,A572335,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923294,LOST,Moonlight,Cat,,Male,Domestic Mediumhair,Unknown,10/21/2018 12:00:00 AM,Date Lost,30600 115TH CT SE,AUBURN,WA,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923294,Image Copyright HLP Inc. 2018,,
K18-113123,A572350,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923463,LOST,Buddy,Cat,,Male,Domestic Longhair,Unknown,10/19/2018 12:00:00 AM,Date Lost,201ST AND 201ND OFF OF COVINGTON SAWYER,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923463,Image Copyright HLP Inc. 2018,,
K18-113150,A572597,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923885,LOST,Beastie,Cat,,Male,Domestic Shorthair,Unknown,10/21/2018 12:00:00 AM,Date Lost,22000 SE 21ST PL,SAMMAMISH,WA,98075,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923885,Image Copyright HLP Inc. 2018,,
K18-113151,A572610,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1923902,LOST,Gary,Dog,,Male,Papillon,Unknown,10/22/2018 12:00:00 AM,Date Lost,13500 SE 189TH PL,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1923902,Image Copyright HLP Inc. 2018,,
K18-113171,A572676,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1924035,LOST,Kiki,Cat,,Female,Domestic Longhair,Unknown,10/17/2018 12:00:00 AM,Date Lost,17700 148TH LANE #31J,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1924035,Image Copyright HLP Inc. 2018,,
K18-113177,A572688,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1924109,LOST,Kiki,Cat,,Female,Domestic Mediumhair,Unknown,10/22/2018 12:00:00 AM,Date Lost,38TH PLACE SOUTH,S 294TH 36,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1924109,Image Copyright HLP Inc. 2018,,
K18-113183,A572748,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1924245,LOST,Tiger,Cat,,Male,Ragdoll,Unknown,10/20/2018 12:00:00 AM,Date Lost,2200 233RD AVE NE,SAMMAMISH,WA,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1924245,Image Copyright HLP Inc. 2018,,
K18-113205,A572879,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1924616,In Public Home,,Dog,,Male,Australian Shepherd,White / Black,10/14/2018 12:00:00 AM,Date Found,22600 NE FERN REACH CIR,REDMOND,WA,98053,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1924616,Image Copyright HLP Inc. 2018,,
K18-113209,A572896,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1924763,In Public Home,,Cat,,,American Shorthair,White,10/24/2018 12:00:00 AM,Date Found,172 ND AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1924763,Image Copyright HLP Inc. 2018,,
K18-109705,A561461,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Baby Girl,Cat,14 YEARS 4 MONTHS,Spayed Female,Domestic Shorthair,Seal Pt,06/26/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561461,Image Copyright HLP Inc. 2018,"Received on: 2018-06-26<p/> Description: Seal Pt Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Baby Girl and I am available for adoption.<p/><p/>I was brought in by my previous owner on 6/26/18 because they couldnt take care of me anymore. My previous owner described me as friendly, active, playful and vocal.<p/><p/>I do love to talk! I would love to tell you all about how my day is going!<p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>Adoption Fee: $30.00<p/>",GREEN
K18-113230,A572985,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1924990,LOST,Ottimo,Dog,,Male,German Shepherd,Unknown,10/25/2018 12:00:00 AM,Date Lost,29800 9TH AVE SW,FEDERAL WAY,WA,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1924990,Image Copyright HLP Inc. 2018,,
K18-113232,A573045,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925140,LOST,Chance,Cat,,Male,Ragdoll,Unknown,10/21/2018 12:00:00 AM,Date Lost,3545 115TH AVE NE APT 724,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925140,Image Copyright HLP Inc. 2018,,
K18-111651,A566749,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Rosie,Cat,13 YEARS 2 MONTHS,Female,Domestic Shorthair,Calico / Tortie,08/27/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A566749,Image Copyright HLP Inc. 2018,"Received on: 2018-08-27<p/> Description: Calico / Tortie Female Domestic Shorthair Cat<p/> Age: 13 YEARS 2 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Rosie and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 8/27/18.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>Adoption Fee: $30.0<p/>",GREEN
K18-113241,A573074,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925171,LOST,Frito,Dog,,Male,Silky Terrier,Unknown,10/25/2018 12:00:00 AM,Date Lost,15900 MAIN ST,BELLEVUE,WA,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925171,Image Copyright HLP Inc. 2018,,
K18-113264,A573158,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925427,In Public Home,,Cat,,,Domestic Longhair,Black / White,10/26/2018 12:00:00 AM,Date Found,00 2ND AVE S,ALGONA,WA,98001,ALGONA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925427,Image Copyright HLP Inc. 2018,,
K18-113258,A573122,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925379,LOST,Spicoli,Cat,,Male,Domestic Longhair,Unknown,10/19/2018 12:00:00 AM,Date Lost,7200 27TH AVE NE,SEATTLE,WA,98115,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925379,Image Copyright HLP Inc. 2018,,
K18-113295,A573204,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,8 YEARS,Unaltered,Domestic Shorthair,Gray,10/27/2018 12:00:00 AM,Received on,6500 SOUTHCENTER BLVD,TUKWILA,WA,98188,TUKWILA,0,0,,Image Copyright HLP Inc. 2018,"Received on: 2018-10-27<p/> Found Near: 6500 SOUTHCENTER BLVD, TUKWILA WA 98188<p/> Description: Gray Unaltered Domestic Shorthair Cat<p/> Age: 8 YEARS<p/>",
K18-113287,A573199,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925479,LOST,Harley,Dog,,Male,Miniature Poodle,Unknown,10/26/2018 12:00:00 AM,Date Lost,300 AUBURN WAY S,AUBURN,WA,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925479,Image Copyright HLP Inc. 2018,,
K18-113272,A573181,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925440,LOST,Tinkerbelle,Cat,,Female,Domestic Shorthair,Unknown,10/23/2018 12:00:00 AM,Date Lost,BEND OF 132ND AND 134TH AV. NEAR 40TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925440,Image Copyright HLP Inc. 2018,,
K18-113301,A573208,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925653,In Public Home,,Cat,,Male,Siamese,Brown,10/27/2018 12:00:00 AM,Date Found,7000 BLOCK OF OLDE REDMOND RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925653,Image Copyright HLP Inc. 2018,,
K18-113308,A573211,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,NO AGE,Female,Labrador Retriever / Mix,Black / White,10/29/2018 12:00:00 AM,Received on,27700 108TH AVE SE,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-10-29<p/> Found Near: 27700 108TH AVE SE, KENT WA 98030<p/> Description: Black / White Female Labrador Retriever / Mix Dog<p/> Age: NO AGE<p/>",
K18-113307,A573210,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1925761,LOST,Kona,Cat,,Female,Siamese,Unknown,10/24/2018 12:00:00 AM,Date Lost,146TH AVE SE AND SE 41ST LN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1925761,Image Copyright HLP Inc. 2018,,
